drug_concept_id,concept_name,atc_code
797399,gabapentin,N02BF01
1137529,salmeterol,R03AC12
1738521,doxycycline,A01AB22
1738521,doxycycline,J01AA02
1550557,prednisolone,A01AC04
1550557,prednisolone,A07EA01
1550557,prednisolone,C05AA04
1550557,prednisolone,D07AA03
1550557,prednisolone,D07XA02
1550557,prednisolone,H02AB06
1550557,prednisolone,R01AD02
1550557,prednisolone,S01BA04
1550557,prednisolone,S01CB02
1550557,prednisolone,S02BA03
1550557,prednisolone,S03BA02
1125315,acetaminophen,N02BE01
19077093,propiverine,G04BD06
1106776,,
916460,benzalkonium,D08AJ01
916460,benzalkonium,D09AA11
916460,benzalkonium,R02AA16
43531973,,
1308842,valsartan,C09CA03
1316354,bendroflumethiazide,C03AA01
19020021,nitrazepam,N05CD02
991876,loperamide,A07DA03
19100761,felbinac,M02AA08
1177480,ibuprofen,C01EB16
1177480,ibuprofen,G02CC01
1177480,ibuprofen,M01AE01
1177480,ibuprofen,M02AA13
1177480,ibuprofen,R02AX02
710062,amitriptyline,N06AA09
915175,bacitracin,S01AA32
915175,bacitracin,D06AX05
915175,bacitracin,J01XX10
915175,bacitracin,R02AB04
1790812,chlorhexidine,A01AB03
1790812,chlorhexidine,B05CA02
1790812,chlorhexidine,D08AC02
1790812,chlorhexidine,D09AA12
1790812,chlorhexidine,R02AA05
1790812,chlorhexidine,S01AX09
1790812,chlorhexidine,S02AA09
1790812,chlorhexidine,S03AA04
43012316,,
922570,nystatin,A07AA02
922570,nystatin,D01AA01
922570,nystatin,G01AA01
937725,,
990069,chloramphenicol,D06AX02
990069,chloramphenicol,D10AF03
990069,chloramphenicol,G01AA05
990069,chloramphenicol,J01BA01
990069,chloramphenicol,S01AA01
990069,chloramphenicol,S02AA01
990069,chloramphenicol,S03AA08
1506270,methylprednisolone,D07AA01
1506270,methylprednisolone,D10AA02
1506270,methylprednisolone,H02AB04
740275,carbamazepine,N03AF01
908523,mineral oil,A06AA01
923645,omeprazole,A02BC01
19059796,gliclazide,A10BB09
19003010,meptazinol,N02AX05
718583,nicotine,N07BA01
46221581,,
1036228,sucralfate,A02BX02
1398937,clonidine,C02AC01
1398937,clonidine,N02CX02
1398937,clonidine,S01EA04
43532069,,
45775351,,
777221,hydroxyzine,N05BB01
19047076,pizotyline,N02CX01
916005,solifenacin,G04BD08
1150836,terfenadine,R06AX12
19020124,betahistine,N07CA01
19011028,,
1703687,acyclovir,D06BB03
1703687,acyclovir,J05AB01
1703687,acyclovir,S01AD03
911064,,
1115008,naproxen,G02CC02
1115008,naproxen,M01AE02
1115008,naproxen,M02AA12
989878,lidocaine,C01BB01
989878,lidocaine,C05AD01
989878,lidocaine,D04AB01
989878,lidocaine,N01BB02
989878,lidocaine,R02AD02
989878,lidocaine,S01HA07
989878,lidocaine,S02DA01
1734104,azithromycin,J01FA10
1734104,azithromycin,S01AA26
961047,ranitidine,A02BA02
920293,nitrofurantoin,J01XE01
1149380,fluticasone,D07AC17
1149380,fluticasone,R01AD08
1149380,fluticasone,R03BA05
1759842,,
19041843,carbocysteine,R05CB03
1750500,clarithromycin,J01FA09
19136048,,
19024213,pholcodine,R05DA08
975125,hydrocortisone,A01AC03
975125,hydrocortisone,A07EA02
975125,hydrocortisone,C05AA01
975125,hydrocortisone,D07AA02
975125,hydrocortisone,D07XA01
975125,hydrocortisone,H02AB09
975125,hydrocortisone,S01BA02
975125,hydrocortisone,S01CB03
975125,hydrocortisone,S02BA01
1124300,diclofenac,D11AX18
1124300,diclofenac,M01AB05
1124300,diclofenac,M02AA15
1124300,diclofenac,S01BC03
1707164,metronidazole,A01AB17
1707164,metronidazole,D06BX01
1707164,metronidazole,G01AF01
1707164,metronidazole,J01XD01
1707164,metronidazole,P01AB01
925952,oxytetracycline,A01AB25
925952,oxytetracycline,D06AA03
925952,oxytetracycline,G01AA07
925952,oxytetracycline,J01AA06
925952,oxytetracycline,S01AA04
19029278,,
1729720,penicillin V,J01CE02
939506,sodium bicarbonate,B05CB04
939506,sodium bicarbonate,B05XA02
962398,glycine,B05CX03
1343916,epinephrine,A01AD01
1343916,epinephrine,B02BC09
1343916,epinephrine,C01CA24
1343916,epinephrine,R01AA14
1343916,epinephrine,R03AA01
1343916,epinephrine,S01EA01
949279,,
923540,phenol,C05BB05
923540,phenol,D08AE03
923540,phenol,N01BX03
923540,phenol,R02AA19
19010400,,
715259,duloxetine,N06AX21
19035704,calcium carbonate,A02AC01
19035704,calcium carbonate,A12AA04
529660,,
1545958,atorvastatin,C10AA05
1580747,sitagliptin,A10BH01
1560524,glucose,B05CX01
1560524,glucose,V04CA02
1560524,glucose,V06DC01
948856,,
19000537,,
1796435,cefixime,J01DD08
1360332,glucosamine,M01AX05
987245,lactulose,A06AD11
1185922,ketoprofen,M01AE03
1185922,ketoprofen,M02AA10
1123995,metaproterenol,R03AB03
1123995,metaproterenol,R03CB03
964407,salicylic acid,D01AE12
964407,salicylic acid,S01BC08
42900448,,
969276,,
1133201,buprenorphine,N02AE01
1133201,buprenorphine,N07BC01
529303,"diphtheria toxoid vaccine, inactivated",J07AF01
992409,,
1189596,dihydrocodeine,N02AA08
1115572,beclomethasone,A07EA07
1115572,beclomethasone,D07AC15
1115572,beclomethasone,R01AD01
1115572,beclomethasone,R03BA01
1000632,clotrimazole,A01AB18
1000632,clotrimazole,D01AC01
1000632,clotrimazole,G01AF02
1746940,erythromycin,D10AF02
1746940,erythromycin,J01FA01
1746940,erythromycin,S01AA17
1768849,cefaclor,J01DC04
1567198,"insulin aspart, human",A10AB05
1567198,"insulin aspart, human",A10AD05
836715,temazepam,N05CD07
1153664,propoxyphene,N02AC04
752061,prochlorperazine,N05AB04
19055156,flumethasone,D07AB03
19055156,flumethasone,D07XB01
715233,baclofen,M03BX01
986417,,
961145,glycerin,A06AG04
961145,glycerin,A06AX01
42898572,,
1526475,ezetimibe,C10AX09
40170911,liraglutide,A10BJ02
1149196,cetirizine,S01GX12
1149196,cetirizine,R06AE07
42800027,varicella-zoster virus vaccine live (Oka-Merck) strain,J07BK01
922976,,
739138,sertraline,N06AB06
19033354,,
905233,mometasone,D07AC13
905233,mometasone,D07XC03
905233,mometasone,R01AD09
905233,mometasone,R03BA07
19011355,etoricoxib,M01AH05
44814322,,
19036946,benzyl benzoate,P03AX01
1551860,pravastatin,C10AA03
929549,acetic acid,G01AD02
929549,acetic acid,S02AA10
19015602,nefopam,N02BG06
40234201,butylscopolamine,A03BB01
923840,dibucaine,C05AD04
923840,dibucaine,D04AB02
923840,dibucaine,N01BB06
923840,dibucaine,S01HA06
923840,dibucaine,S02DA04
924724,dicyclomine,A03AA07
932196,cisapride,A03FA02
997276,cimetidine,A02BA01
1548195,estradiol,G03CA03
1154343,albuterol,R03AC02
1154343,albuterol,R03CC02
1713332,amoxicillin,J01CA04
1334456,ramipril,C09AA05
19004539,lacidipine,C08CA09
920458,betamethasone,A07EA04
920458,betamethasone,C05AA05
920458,betamethasone,D07AC01
920458,betamethasone,D07XC01
920458,betamethasone,H02AB01
920458,betamethasone,R01AD06
920458,betamethasone,R03BA04
920458,betamethasone,S01BA06
920458,betamethasone,S01CB04
920458,betamethasone,S02BA07
920458,betamethasone,S03BA03
1503297,metformin,A10BA02
1778162,cefuroxime,J01DC02
1778162,cefuroxime,S01AA27
755695,fluoxetine,N06AB03
903963,triamcinolone,A01AC01
903963,triamcinolone,C05AA12
903963,triamcinolone,D07AB09
903963,triamcinolone,D07XB02
903963,triamcinolone,H02AB08
903963,triamcinolone,R01AD11
903963,triamcinolone,R03BA06
903963,triamcinolone,S01BA05
723013,diazepam,N05BA01
1189754,rofecoxib,M01AH02
741530,orlistat,A08AB01
907879,miconazole,A01AB09
907879,miconazole,A07AC01
907879,miconazole,D01AC02
907879,miconazole,G01AF04
907879,miconazole,J02AB01
907879,miconazole,S02AA13
530007,,
1786842,cephradine,J01DB09
19054936,floxacillin,J01CF05
1549080,"estrogens, conjugated (USP)",G03CA57
19030059,alginic acid,A02BX13
906914,urea,B05BC02
906914,urea,D02AE01
974166,hydrochlorothiazide,C03AA03
19058343,,
523283,,
1112807,aspirin,A01AD05
1112807,aspirin,B01AC06
1112807,aspirin,N02BA01
906780,metoclopramide,A03FA01
791967,lorazepam,N05BA06
1153428,fexofenadine,R06AX26
980867,clioquinol,D08AH30
980867,clioquinol,D09AA10
980867,clioquinol,G01AC02
980867,clioquinol,P01AA02
980867,clioquinol,S02AA05
19097481,cinnarizine,N07CA02
528323,,
902251,hypromellose,S01KA02
1113648,nabumetone,M01AX01
523367,,
1595799,ferrous fumarate,B03AA02
1754994,fluconazole,D01AC15
1754994,fluconazole,J02AC01
1396131,ferrous sulfate,B03AA07
1118084,celecoxib,L01XX33
1118084,celecoxib,M01AH01
45892419,gentamicin,D06AX07
45892419,gentamicin,J01GB03
45892419,gentamicin,S01AA11
45892419,gentamicin,S02AA14
45892419,gentamicin,S03AA06
909358,cyclizine,R06AE03
913782,tolterodine,G04BD07
1373225,perindopril,C09AA04
19049024,,
1597756,glimepiride,A10BB12
