	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c11	_c12	_c13	_c14	_c16
23	19022956	19022956	bezafibrate	Drug	RxNorm	Ingredient	S	1525	1970-01-01	2099-12-31		1525	ENG	5478903	ATC	IN	C10AB02	bezafibrate	N
24	724908	724908	biperiden	Drug	RxNorm	Ingredient	S	1589	1970-01-01	2099-12-31		1589	ENG	5478920	ATC	IN	N04AA02	biperiden	N
25	929698	929698	boric acid	Drug	RxNorm	Ingredient	S	1700	1970-01-01	2099-12-31		1700	ENG	5478943	ATC	IN	S02AA03	boric acid	N
26	932815	932815	levobunolol	Drug	RxNorm	Ingredient	S	1813	1970-01-01	2099-12-31		1813	ENG	5480811	ATC	IN	S01ED03	levobunolol	N
27	732893	732893	bupivacaine	Drug	RxNorm	Ingredient	S	1815	1970-01-01	2099-12-31		1815	ENG	5479001	ATC	IN	N01BB01	bupivacaine	N
28	1134439	1134439	caffeine	Drug	RxNorm	Ingredient	S	1886	1970-01-01	2099-12-31		1886	ENG	12530804	ATC	IN	D11AX26	caffeine	N
29	1134439	1134439	caffeine	Drug	RxNorm	Ingredient	S	1886	1970-01-01	2099-12-31		1886	ENG	5479031	ATC	IN	N06BC01	caffeine	N
30	19035631	19035631	calcitriol	Drug	RxNorm	Ingredient	S	1894	1970-01-01	2099-12-31		1894	ENG	5479039	ATC	IN	A11CC04	calcitriol	N
31	19035631	19035631	calcitriol	Drug	RxNorm	Ingredient	S	1894	1970-01-01	2099-12-31		1894	ENG	5479040	ATC	IN	D05AX03	calcitriol	N
32	939881	939881	capsaicin	Drug	RxNorm	Ingredient	S	1992	1970-01-01	2099-12-31		1992	ENG	5479085	ATC	IN	M02AB01	capsaicin	N
33	939881	939881	capsaicin	Drug	RxNorm	Ingredient	S	1992	1970-01-01	2099-12-31		1992	ENG	5479086	ATC	IN	N01BX04	capsaicin	N
34	1340128	1340128	captopril	Drug	RxNorm	Ingredient	S	1998	1970-01-01	2099-12-31		1998	ENG	5479088	ATC	IN	C09AA01	captopril	N
35	1769535	1769535	cefadroxil	Drug	RxNorm	Ingredient	S	2177	1970-01-01	2099-12-31		2177	ENG	5479146	ATC	IN	J01DB05	cefadroxil	N
36	1776684	1776684	ceftazidime	Drug	RxNorm	Ingredient	S	2191	1970-01-01	2099-12-31		2191	ENG	5479183	ATC	IN	J01DD02	ceftazidime	N
37	19092283	19092283	chlormethiazole	Drug	RxNorm	Ingredient	S	2372	1970-01-01	2099-12-31		2372	ENG	5479395	ATC	IN	N05CM02	clomethiazole	N
38	19095028	19095028	chlorquinaldol	Drug	RxNorm	Ingredient	S	2407	1970-01-01	2099-12-31		2407	ENG	5479271	ATC	IN	D08AH02	chlorquinaldol	N
39	19095028	19095028	chlorquinaldol	Drug	RxNorm	Ingredient	S	2407	1970-01-01	2099-12-31		2407	ENG	5479272	ATC	IN	G01AC03	chlorquinaldol	N
40	19095028	19095028	chlorquinaldol	Drug	RxNorm	Ingredient	S	2407	1970-01-01	2099-12-31		2407	ENG	5479273	ATC	IN	P01AA04	chlorquinaldol	N
41	19095028	19095028	chlorquinaldol	Drug	RxNorm	Ingredient	S	2407	1970-01-01	2099-12-31		2407	ENG	5479274	ATC	IN	R02AA11	chlorquinaldol	N
42	19097481	19097481	cinnarizine	Drug	RxNorm	Ingredient	S	2549	1970-01-01	2099-12-31		2549	ENG	5479334	ATC	IN	N07CA02	cinnarizine	N
43	997496	997496	cinoxacin	Drug	RxNorm	Ingredient	S	2550	1970-01-01	2099-12-31		2550	ENG	5479337	ATC	IN	J01MB06	cinoxacin	N
44	998415	998415	clobetasol	Drug	RxNorm	Ingredient	S	2590	1970-01-01	2099-12-31		2590	ENG	5479374	ATC	IN	D07AD01	clobetasol	N
45	19099181	19099181	clopamide	Drug	RxNorm	Ingredient	S	2603	1970-01-01	2099-12-31		2603	ENG	5479407	ATC	IN	C03BA03	clopamide	N
46	909358	909358	cyclizine	Drug	RxNorm	Ingredient	S	2977	1970-01-01	2099-12-31		2977	ENG	5479546	ATC	IN	R06AE03	cyclizine	N
47	19072083	19072083	cyclofenil	Drug	RxNorm	Ingredient	S	2983	1970-01-01	2099-12-31		2983	ENG	5479551	ATC	IN	G03GB01	cyclofenil	N
48	711714	711714	dantrolene	Drug	RxNorm	Ingredient	S	3105	1970-01-01	2099-12-31		3105	ENG	5479578	ATC	IN	M03CA01	dantrolene	N
49	1517070	1517070	desmopressin	Drug	RxNorm	Ingredient	S	3251	1970-01-01	2099-12-31		3251	ENG	5479628	ATC	IN	H01BA02	desmopressin	N
50	19021940	19021940	dextromoramide	Drug	RxNorm	Ingredient	S	3290	1970-01-01	2099-12-31		3290	ENG	5479677	ATC	IN	N02AC01	dextromoramide	N
51	1724869	1724869	didanosine	Drug	RxNorm	Ingredient	S	3364	1970-01-01	2099-12-31		3364	ENG	5479712	ATC	IN	J05AF02	didanosine	N
52	930916	930916	diphenoxylate	Drug	RxNorm	Ingredient	S	3500	1970-01-01	2099-12-31		3500	ENG	5479791	ATC	IN	A07DA01	diphenoxylate	N
53	1335606	1335606	disopyramide	Drug	RxNorm	Ingredient	S	3541	1970-01-01	2099-12-31		3541	ENG	5479818	ATC	IN	C01BA03	disopyramide	N
54	1143374	1143374	ephedrine	Drug	RxNorm	Ingredient	S	3966	1970-01-01	2099-12-31		3966	ENG	5479933	ATC	IN	C01CA26	ephedrine	N
55	1143374	1143374	ephedrine	Drug	RxNorm	Ingredient	S	3966	1970-01-01	2099-12-31		3966	ENG	5479934	ATC	IN	R01AA03	ephedrine	N
56	1143374	1143374	ephedrine	Drug	RxNorm	Ingredient	S	3966	1970-01-01	2099-12-31		3966	ENG	5479935	ATC	IN	R01AB05	ephedrine	N
57	1143374	1143374	ephedrine	Drug	RxNorm	Ingredient	S	3966	1970-01-01	2099-12-31		3966	ENG	5479936	ATC	IN	R03CA02	ephedrine	N
58	1143374	1143374	ephedrine	Drug	RxNorm	Ingredient	S	3966	1970-01-01	2099-12-31		3966	ENG	5479937	ATC	IN	S01FB02	ephedrine	N
59	1548195	1548195	estradiol	Drug	RxNorm	Ingredient	S	4083	1970-01-01	2099-12-31		4083	ENG	5479991	ATC	IN	G03CA03	estradiol	N
60	1549254	1549254	estrone	Drug	RxNorm	Ingredient	S	4103	1970-01-01	2099-12-31		4103	ENG	5479996	ATC	IN	G03CA07	estrone	N
61	1549254	1549254	estrone	Drug	RxNorm	Ingredient	S	4103	1970-01-01	2099-12-31		4103	ENG	5479997	ATC	IN	G03CC04	estrone	N
62	1749301	1749301	ethambutol	Drug	RxNorm	Ingredient	S	4110	1970-01-01	2099-12-31		4110	ENG	5480011	ATC	IN	J04AK02	ethambutol	N
63	953076	953076	famotidine	Drug	RxNorm	Ingredient	S	4278	1970-01-01	2099-12-31		4278	ENG	5480075	ATC	IN	A02BA03	famotidine	N
64	1154029	1154029	fentanyl	Drug	RxNorm	Ingredient	S	4337	1970-01-01	2099-12-31		4337	ENG	5480110	ATC	IN	N01AH01	fentanyl	N
65	1154029	1154029	fentanyl	Drug	RxNorm	Ingredient	S	4337	1970-01-01	2099-12-31		4337	ENG	5480111	ATC	IN	N02AB03	fentanyl	N
66	1555120	1555120	fludrocortisone	Drug	RxNorm	Ingredient	S	4452	1970-01-01	2099-12-31		4452	ENG	5480183	ATC	IN	H02AA02	fludrocortisone	N
67	19055156	19055156	flumethasone	Drug	RxNorm	Ingredient	S	4458	1970-01-01	2099-12-31		4458	ENG	5480194	ATC	IN	D07AB03	flumetasone	N
68	19055156	19055156	flumethasone	Drug	RxNorm	Ingredient	S	4458	1970-01-01	2099-12-31		4458	ENG	5480195	ATC	IN	D07XB01	flumetasone	N
69	955252	955252	fluocinonide	Drug	RxNorm	Ingredient	S	4462	1970-01-01	2099-12-31		4462	ENG	5480213	ATC	IN	C05AA11	fluocinonide	N
70	955252	955252	fluocinonide	Drug	RxNorm	Ingredient	S	4462	1970-01-01	2099-12-31		4462	ENG	5480214	ATC	IN	D07AC08	fluocinonide	N
71	755695	755695	fluoxetine	Drug	RxNorm	Ingredient	S	4493	1970-01-01	2099-12-31		4493	ENG	5480242	ATC	IN	N06AB03	fluoxetine	N
72	1356461	1356461	flutamide	Drug	RxNorm	Ingredient	S	4508	1970-01-01	2099-12-31		4508	ENG	5480259	ATC	IN	L02BB01	flutamide	N
73	956874	956874	furosemide	Drug	RxNorm	Ingredient	S	4603	1970-01-01	2099-12-31		4603	ENG	5480303	ATC	IN	C03CA01	furosemide	N
74	19059796	19059796	gliclazide	Drug	RxNorm	Ingredient	S	4816	1970-01-01	2099-12-31		4816	ENG	5480364	ATC	IN	A10BB09	gliclazide	N
75	19060985	19060985	glutamine	Drug	RxNorm	Ingredient	S	4885	1970-01-01	2099-12-31		4885	ENG	5480380	ATC	IN	A16AA03	glutamine	N
76	962398	962398	glycine	Drug	RxNorm	Ingredient	S	4919	1970-01-01	2099-12-31		4919	ENG	5480389	ATC	IN	B05CX03	glycine	N
77	1563600	1563600	chorionic gonadotropin	Drug	RxNorm	Ingredient	S	4986	1970-01-01	2099-12-31		4986	ENG	5479299	ATC	IN	G03GA01	chorionic gonadotrophin	N
78	19068839	19068839	hexetidine	Drug	RxNorm	Ingredient	S	5301	1970-01-01	2099-12-31		5301	ENG	5480464	ATC	IN	A01AB12	hexetidine	N
79	19068839	19068839	hexetidine	Drug	RxNorm	Ingredient	S	5301	1970-01-01	2099-12-31		5301	ENG	6821834	ATC	IN	G01AX16	hexetidine	N
80	969004	969004	hexylresorcinol	Drug	RxNorm	Ingredient	S	5321	1970-01-01	2099-12-31		5321	ENG	5480471	ATC	IN	R02AA12	hexylresorcinol	N
81	1177480	1177480	ibuprofen	Drug	RxNorm	Ingredient	S	5640	1970-01-01	2099-12-31		5640	ENG	5480549	ATC	IN	C01EB16	ibuprofen	N
82	1177480	1177480	ibuprofen	Drug	RxNorm	Ingredient	S	5640	1970-01-01	2099-12-31		5640	ENG	5480550	ATC	IN	G02CC01	ibuprofen	N
83	1177480	1177480	ibuprofen	Drug	RxNorm	Ingredient	S	5640	1970-01-01	2099-12-31		5640	ENG	5480551	ATC	IN	M01AE01	ibuprofen	N
84	1177480	1177480	ibuprofen	Drug	RxNorm	Ingredient	S	5640	1970-01-01	2099-12-31		5640	ENG	5480552	ATC	IN	M02AA13	ibuprofen	N
85	1177480	1177480	ibuprofen	Drug	RxNorm	Ingredient	S	5640	1970-01-01	2099-12-31		5640	ENG	7717203	ATC	IN	R02AX02	ibuprofen	N
86	1383925	1383925	isosorbide dinitrate	Drug	RxNorm	Ingredient	S	6058	1970-01-01	2099-12-31		6058	ENG	5480727	ATC	IN	C01DA08	isosorbide dinitrate	N
87	1383925	1383925	isosorbide dinitrate	Drug	RxNorm	Ingredient	S	6058	1970-01-01	2099-12-31		6058	ENG	5480728	ATC	IN	C05AE02	isosorbide dinitrate	N
88	986117	986117	ketotifen	Drug	RxNorm	Ingredient	S	6146	1970-01-01	2099-12-31		6146	ENG	5480767	ATC	IN	R06AX17	ketotifen	N
89	986117	986117	ketotifen	Drug	RxNorm	Ingredient	S	6146	1970-01-01	2099-12-31		6146	ENG	5480768	ATC	IN	S01GX08	ketotifen	N
90	987245	987245	lactulose	Drug	RxNorm	Ingredient	S	6218	1970-01-01	2099-12-31		6218	ENG	5480780	ATC	IN	A06AD11	lactulose	N
91	19124477	19124477	lithium	Drug	RxNorm	Ingredient	S	6448	1970-01-01	2099-12-31		6448	ENG	5480866	ATC	IN	N05AN01	lithium	N
92	994341	994341	meclizine	Drug	RxNorm	Ingredient	S	6676	1970-01-01	2099-12-31		6676	ENG	5480984	ATC	IN	R06AE05	meclozine	N
93	19000498	19000498	mefloquine	Drug	RxNorm	Ingredient	S	6694	1970-01-01	2099-12-31		6694	ENG	5481002	ATC	IN	P01BC02	mefloquine	N
94	19000556	19000556	mefruside	Drug	RxNorm	Ingredient	S	6696	1970-01-01	2099-12-31		6696	ENG	5481003	ATC	IN	C03BA05	mefruside	N
95	1300978	1300978	megestrol	Drug	RxNorm	Ingredient	S	6703	1970-01-01	2099-12-31		6703	ENG	5481005	ATC	IN	G03AC05	megestrol	N
96	1300978	1300978	megestrol	Drug	RxNorm	Ingredient	S	6703	1970-01-01	2099-12-31		6703	ENG	5481006	ATC	IN	G03DB02	megestrol	N
97	1300978	1300978	megestrol	Drug	RxNorm	Ingredient	S	6703	1970-01-01	2099-12-31		6703	ENG	5481007	ATC	IN	L02AB01	megestrol	N
98	1301267	1301267	melphalan	Drug	RxNorm	Ingredient	S	6718	1970-01-01	2099-12-31		6718	ENG	5481026	ATC	IN	L01AA03	melphalan	N
99	1102527	1102527	meperidine	Drug	RxNorm	Ingredient	S	6754	1970-01-01	2099-12-31		6754	ENG	5481699	ATC	IN	N02AB02	pethidine	N
100	19003010	19003010	meptazinol	Drug	RxNorm	Ingredient	S	6761	1970-01-01	2099-12-31		6761	ENG	5481058	ATC	IN	N02AX05	meptazinol	N
101	1103640	1103640	methadone	Drug	RxNorm	Ingredient	S	6813	1970-01-01	2099-12-31		6813	ENG	5481103	ATC	IN	N07BC02	methadone	N
102	904356	904356	methenamine	Drug	RxNorm	Ingredient	S	6832	1970-01-01	2099-12-31		6832	ENG	5481114	ATC	IN	J01XX05	methenamine	N
103	19004724	19004724	methionine	Drug	RxNorm	Ingredient	S	6837	1970-01-01	2099-12-31		6837	ENG	5481116	ATC	IN	V03AB26	methionine	N
104	907013	907013	metolazone	Drug	RxNorm	Ingredient	S	6916	1970-01-01	2099-12-31		6916	ENG	5481184	ATC	IN	C03BA08	metolazone	N
105	1307046	1307046	metoprolol	Drug	RxNorm	Ingredient	S	6918	1970-01-01	2099-12-31		6918	ENG	5481187	ATC	IN	C07AB02	metoprolol	N
106	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481207	ATC	IN	A01AB09	miconazole	N
107	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481208	ATC	IN	A07AC01	miconazole	N
108	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481209	ATC	IN	D01AC02	miconazole	N
109	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481210	ATC	IN	G01AF04	miconazole	N
110	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481211	ATC	IN	J02AB01	miconazole	N
111	907879	907879	miconazole	Drug	RxNorm	Ingredient	S	6932	1970-01-01	2099-12-31		6932	ENG	5481212	ATC	IN	S02AA13	miconazole	N
112	708298	708298	midazolam	Drug	RxNorm	Ingredient	S	6960	1970-01-01	2099-12-31		6960	ENG	5481218	ATC	IN	N05CD08	midazolam	N
113	1708880	1708880	minocycline	Drug	RxNorm	Ingredient	S	6980	1970-01-01	2099-12-31		6980	ENG	12530921	ATC	IN	D10AF07	minocycline	N
114	1708880	1708880	minocycline	Drug	RxNorm	Ingredient	S	6980	1970-01-01	2099-12-31		6980	ENG	5481230	ATC	IN	A01AB23	minocycline	N
115	1708880	1708880	minocycline	Drug	RxNorm	Ingredient	S	6980	1970-01-01	2099-12-31		6980	ENG	5481231	ATC	IN	J01AA08	minocycline	N
116	915392	915392	natamycin	Drug	RxNorm	Ingredient	S	7268	1970-01-01	2099-12-31		7268	ENG	5481334	ATC	IN	A01AB10	natamycin	N
117	915392	915392	natamycin	Drug	RxNorm	Ingredient	S	7268	1970-01-01	2099-12-31		7268	ENG	5481335	ATC	IN	A07AA03	natamycin	N
118	915392	915392	natamycin	Drug	RxNorm	Ingredient	S	7268	1970-01-01	2099-12-31		7268	ENG	5481336	ATC	IN	D01AA02	natamycin	N
119	915392	915392	natamycin	Drug	RxNorm	Ingredient	S	7268	1970-01-01	2099-12-31		7268	ENG	5481337	ATC	IN	G01AA02	natamycin	N
120	915392	915392	natamycin	Drug	RxNorm	Ingredient	S	7268	1970-01-01	2099-12-31		7268	ENG	5481338	ATC	IN	S01AA10	natamycin	N
121	19018416	19018416	niclosamide	Drug	RxNorm	Ingredient	S	7402	1970-01-01	2099-12-31		7402	ENG	5481376	ATC	IN	P02DA01	niclosamide	N
122	19019176	19019176	nimorazole	Drug	RxNorm	Ingredient	S	7427	1970-01-01	2099-12-31		7427	ENG	5481409	ATC	IN	P01AB06	nimorazole	N
123	1319880	1319880	nisoldipine	Drug	RxNorm	Ingredient	S	7435	1970-01-01	2099-12-31		7435	ENG	5481413	ATC	IN	C08CA07	nisoldipine	N
124	721724	721724	nortriptyline	Drug	RxNorm	Ingredient	S	7531	1970-01-01	2099-12-31		7531	ENG	5481458	ATC	IN	N06AA10	nortriptyline	N
125	19025925	19025925	oxyphenbutazone	Drug	RxNorm	Ingredient	S	7816	1970-01-01	2099-12-31		7816	ENG	5481577	ATC	IN	M01AA03	oxyphenbutazone	N
126	19025925	19025925	oxyphenbutazone	Drug	RxNorm	Ingredient	S	7816	1970-01-01	2099-12-31		7816	ENG	5481578	ATC	IN	M02AA04	oxyphenbutazone	N
127	19025925	19025925	oxyphenbutazone	Drug	RxNorm	Ingredient	S	7816	1970-01-01	2099-12-31		7816	ENG	5481579	ATC	IN	S01BC02	oxyphenbutazone	N
128	1326901	1326901	papaverine	Drug	RxNorm	Ingredient	S	7895	1970-01-01	2099-12-31		7895	ENG	5481611	ATC	IN	A03AD01	papaverine	N
129	1326901	1326901	papaverine	Drug	RxNorm	Ingredient	S	7895	1970-01-01	2099-12-31		7895	ENG	5481612	ATC	IN	G04BE02	papaverine	N
130	733896	733896	phenelzine	Drug	RxNorm	Ingredient	S	8123	1970-01-01	2099-12-31		8123	ENG	5481714	ATC	IN	N06AF03	phenelzine	N
131	735340	735340	phentermine	Drug	RxNorm	Ingredient	S	8152	1970-01-01	2099-12-31		8152	ENG	5481740	ATC	IN	A08AA01	phentermine	N
132	1135710	1135710	phenylbutazone	Drug	RxNorm	Ingredient	S	8160	1970-01-01	2099-12-31		8160	ENG	5481744	ATC	IN	M01AA01	phenylbutazone	N
133	1135710	1135710	phenylbutazone	Drug	RxNorm	Ingredient	S	8160	1970-01-01	2099-12-31		8160	ENG	5481745	ATC	IN	M02AA01	phenylbutazone	N
134	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	12869120	ATC	IN	C05AX06	phenylephrine	N
135	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481747	ATC	IN	C01CA06	phenylephrine	N
136	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481748	ATC	IN	R01AA04	phenylephrine	N
137	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481749	ATC	IN	R01AB01	phenylephrine	N
138	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481750	ATC	IN	R01BA03	phenylephrine	N
139	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481751	ATC	IN	S01FB01	phenylephrine	N
140	1135766	1135766	phenylephrine	Drug	RxNorm	Ingredient	S	8163	1970-01-01	2099-12-31		8163	ENG	5481752	ATC	IN	S01GA05	phenylephrine	N
141	945286	945286	pilocarpine	Drug	RxNorm	Ingredient	S	8328	1970-01-01	2099-12-31		8328	ENG	5481773	ATC	IN	N07AX01	pilocarpine	N
142	945286	945286	pilocarpine	Drug	RxNorm	Ingredient	S	8328	1970-01-01	2099-12-31		8328	ENG	5481774	ATC	IN	S01EB01	pilocarpine	N
143	1345858	1345858	pindolol	Drug	RxNorm	Ingredient	S	8332	1970-01-01	2099-12-31		8332	ENG	5481783	ATC	IN	C07AA03	pindolol	N
144	1146810	1146810	piroxicam	Drug	RxNorm	Ingredient	S	8356	1970-01-01	2099-12-31		8356	ENG	5481813	ATC	IN	M01AC01	piroxicam	N
145	1146810	1146810	piroxicam	Drug	RxNorm	Ingredient	S	8356	1970-01-01	2099-12-31		8356	ENG	5481814	ATC	IN	M02AA07	piroxicam	N
146	1146810	1146810	piroxicam	Drug	RxNorm	Ingredient	S	8356	1970-01-01	2099-12-31		8356	ENG	5481815	ATC	IN	S01BC06	piroxicam	N
147	19047071	19047071	pivampicillin	Drug	RxNorm	Ingredient	S	8372	1970-01-01	2099-12-31		8372	ENG	5481820	ATC	IN	J01CA02	pivampicillin	N
148	19047076	19047076	pizotyline	Drug	RxNorm	Ingredient	S	8373	1970-01-01	2099-12-31		8373	ENG	5481823	ATC	IN	N02CX01	pizotifen	N
149	19135788	19135788	potassium permanganate	Drug	RxNorm	Ingredient	S	8604	1970-01-01	2099-12-31		8604	ENG	5481877	ATC	IN	D08AX06	potassium permanganate	N
150	19135788	19135788	potassium permanganate	Drug	RxNorm	Ingredient	S	8604	1970-01-01	2099-12-31		8604	ENG	5481878	ATC	IN	V03AB18	potassium permanganate	N
151	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481882	ATC	IN	D08AG02	povidone-iodine	N
152	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481883	ATC	IN	D09AA09	povidone-iodine	N
153	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481884	ATC	IN	D11AC06	povidone-iodine	N
154	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481885	ATC	IN	G01AX11	povidone-iodine	N
155	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481886	ATC	IN	R02AA15	povidone-iodine	N
156	1750087	1750087	povidone-iodine	Drug	RxNorm	Ingredient	S	8611	1970-01-01	2099-12-31		8611	ENG	5481887	ATC	IN	S01AX18	povidone-iodine	N
157	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	12799249	ATC	IN	A01AC04	prednisolone	N
158	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481911	ATC	IN	A07EA01	prednisolone	N
159	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481912	ATC	IN	C05AA04	prednisolone	N
160	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481913	ATC	IN	D07AA03	prednisolone	N
161	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481914	ATC	IN	D07XA02	prednisolone	N
162	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481915	ATC	IN	H02AB06	prednisolone	N
163	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481916	ATC	IN	R01AD02	prednisolone	N
164	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481917	ATC	IN	S01BA04	prednisolone	N
165	1550557	1550557	prednisolone	Drug	RxNorm	Ingredient	S	8638	1970-01-01	2099-12-31		8638	ENG	5481918	ATC	IN	S01CB02	prednisolone	N
