	drug_concept_id	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	ONTOLOGY_LOGIC	ONTOLOGY_URI	ONTOLOGY_LABEL	MAPPING_CATEGORY	MAPPING_EVIDENCE
10	719057	719057	3268.0	Dexfenfluramine	nan	CHEBI_439329	(s)-fenfluramine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01191 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:dexfenfluramine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:dexfenfluramine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dexfenfluramine | CONCEPT_SIMILARITY:CHEBI_439329_1.0
11	722031	722031	32937.0	Paroxetine	nan	CHEBI_7936	paroxetine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00715 | OBO_LABEL-OMOP_ANCESTOR_LABEL:paroxetine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:paroxetine | OBO_LABEL-OMOP_CONCEPT_LABEL:paroxetine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:paroxetine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:paroxetine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:paroxetine | CONCEPT_SIMILARITY:CHEBI_7936_1.0
12	732893	732893	1815.0	Bupivacaine	OR	CHEBI_3215 | CHEBI_6149	bupivacaine | levobupivacaine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00297 | OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01002 | OBO_LABEL-OMOP_ANCESTOR_LABEL:bupivacaine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:bupivacaine | OBO_LABEL-OMOP_CONCEPT_LABEL:bupivacaine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:bupivacaine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:bupivacaine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:bupivacaine | CONCEPT_SIMILARITY:CHEBI_3215_1.0 | CONCEPT_SIMILARITY:CHEBI_6149_1.0
13	735951	735951	35623.0	Riluzole	nan	CHEBI_8863	riluzole	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:riluzole | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:riluzole | OBO_LABEL-OMOP_CONCEPT_LABEL:riluzole | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:riluzole | OBO_LABEL-OMOP_CONCEPT_SYNONYM:riluzole | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:riluzole | CONCEPT_SIMILARITY:CHEBI_8863_1.0
14	739363	739363	36514.0	sibutramine	nan	CHEBI_9137	sibutramine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01105 | OBO_LABEL-OMOP_ANCESTOR_LABEL:sibutramine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sibutramine | OBO_LABEL-OMOP_CONCEPT_LABEL:sibutramine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:sibutramine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:sibutramine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:sibutramine | CONCEPT_SIMILARITY:CHEBI_9137_1.0
15	740560	740560	2019.0	Carbidopa	OR	CHEBI_39585 | CHEBI_3395	carbidopa (anhydrous) | carbidopa	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00190 | OBO_LABEL-OMOP_ANCESTOR_LABEL:carbidopa | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:carbidopa | OBO_LABEL-OMOP_CONCEPT_LABEL:carbidopa | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:carbidopa | OBO_LABEL-OMOP_CONCEPT_SYNONYM:carbidopa | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:carbidopa | CONCEPT_SIMILARITY:CHEBI_39585_1.0 | CONCEPT_SIMILARITY:CHEBI_3395_1.0
16	744740	744740	39993.0	zolpidem	nan	CHEBI_10125	zolpidem	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00425 | OBO_LABEL-OMOP_ANCESTOR_LABEL:zolpidem | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:zolpidem | OBO_LABEL-OMOP_CONCEPT_LABEL:zolpidem | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:zolpidem | OBO_LABEL-OMOP_CONCEPT_SYNONYM:zolpidem | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:zolpidem | CONCEPT_SIMILARITY:CHEBI_10125_1.0
17	745790	745790	8331.0	Pimozide	nan	CHEBI_8212	pimozide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01100 | OBO_LABEL-OMOP_CONCEPT_LABEL:pimozide | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:pimozide | OBO_LABEL-OMOP_ANCESTOR_LABEL:pimozide | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:pimozide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:pimozide | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:pimozide | CONCEPT_SIMILARITY:CHEBI_8212_1.0
18	751412	751412	42355.0	Fluvoxamine	nan	CHEBI_5138	fluvoxamine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00176 | OBO_LABEL-OMOP_CONCEPT_LABEL:fluvoxamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:fluvoxamine | OBO_LABEL-OMOP_ANCESTOR_LABEL:fluvoxamine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:fluvoxamine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:fluvoxamine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:fluvoxamine | CONCEPT_SIMILARITY:CHEBI_5138_1.0
19	752276	752276	8718.0	Procyclidine	nan	CHEBI_8448	procyclidine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00387 | OBO_LABEL-OMOP_ANCESTOR_LABEL:procyclidine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:procyclidine | OBO_LABEL-OMOP_CONCEPT_LABEL:procyclidine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:procyclidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:procyclidine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:procyclidine | CONCEPT_SIMILARITY:CHEBI_8448_1.0
20	753626	753626	8782.0	Propofol	nan	CHEBI_44915	propofol	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00818 | OBO_LABEL-OMOP_CONCEPT_LABEL:propofol | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:propofol | OBO_LABEL-OMOP_ANCESTOR_LABEL:propofol | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:propofol | OBO_LABEL-OMOP_CONCEPT_SYNONYM:propofol | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:propofol | CONCEPT_SIMILARITY:CHEBI_44915_1.0
21	757688	757688	89013.0	aripiprazole	nan	CHEBI_31236	aripiprazole	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01238 | OBO_LABEL-OMOP_CONCEPT_LABEL:aripiprazole | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:aripiprazole | OBO_LABEL-OMOP_ANCESTOR_LABEL:aripiprazole | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:aripiprazole | OBO_LABEL-OMOP_CONCEPT_SYNONYM:aripiprazole | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:aripiprazole | CONCEPT_SIMILARITY:CHEBI_31236_1.0
22	766209	766209	9639.0	Selegiline	nan	CHEBI_50217	selegiline	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01037 | OBO_LABEL-OMOP_CONCEPT_LABEL:selegiline | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:selegiline | OBO_LABEL-OMOP_ANCESTOR_LABEL:selegiline | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:selegiline | OBO_LABEL-OMOP_CONCEPT_SYNONYM:selegiline | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:selegiline | CONCEPT_SIMILARITY:CHEBI_50217_1.0
23	778268	778268	5691.0	Imipramine	nan	CHEBI_47499	imipramine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00458 | OBO_LABEL-OMOP_CONCEPT_LABEL:imipramine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:imipramine | OBO_LABEL-OMOP_ANCESTOR_LABEL:imipramine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:imipramine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:imipramine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:imipramine | CONCEPT_SIMILARITY:CHEBI_47499_1.0
24	781039	781039	596.0	Alprazolam	nan	CHEBI_2611	alprazolam	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00404 | OBO_LABEL-OMOP_CONCEPT_LABEL:alprazolam | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:alprazolam | OBO_LABEL-OMOP_ANCESTOR_LABEL:alprazolam | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:alprazolam | OBO_LABEL-OMOP_CONCEPT_SYNONYM:alprazolam | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:alprazolam | CONCEPT_SIMILARITY:CHEBI_2611_1.0
25	781705	781705	6011.0	Isocarboxazid	NOT YET MAPPED	NOT YET MAPPED	NOT YET MAPPED	Unmapped	Concept could not be mapped using DbXRefs or exact matches to labels and synonyms and thus requires similarity or manual mapping
26	785788	785788	61381.0	olanzapine	nan	CHEBI_7735	olanzapine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00334 | OBO_LABEL-OMOP_ANCESTOR_LABEL:olanzapine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:olanzapine | OBO_LABEL-OMOP_CONCEPT_LABEL:olanzapine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:olanzapine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:olanzapine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:olanzapine | CONCEPT_SIMILARITY:CHEBI_7735_1.0
27	786426	786426	616739.0	Rotigotine	nan	CHEBI_135351	rotigotine	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:rotigotine | OBO_LABEL-OMOP_ANCESTOR_LABEL:rotigotine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:rotigotine | CONCEPT_SIMILARITY:CHEBI_135351_1.0
28	794147	794147	6646.0	Maprotiline	nan	CHEBI_6690	maprotiline	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:maprotiline | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:maprotiline | OBO_LABEL-OMOP_ANCESTOR_LABEL:maprotiline | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:maprotiline | OBO_LABEL-OMOP_CONCEPT_SYNONYM:maprotiline | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:maprotiline | CONCEPT_SIMILARITY:CHEBI_6690_1.0
29	836877	836877	10390.0	Tetrabenazine	nan	CHEBI_9467	tetrabenazine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db04844 | OBO_LABEL-OMOP_ANCESTOR_LABEL:tetrabenazine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:tetrabenazine | OBO_LABEL-OMOP_CONCEPT_LABEL:tetrabenazine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:tetrabenazine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:tetrabenazine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:tetrabenazine | CONCEPT_SIMILARITY:CHEBI_9467_1.0
30	837027	837027	1043.0	Apomorphine	nan	CHEBI_48538	apomorphine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00714 | OBO_LABEL-OMOP_ANCESTOR_LABEL:apomorphine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:apomorphine | OBO_LABEL-OMOP_CONCEPT_LABEL:apomorphine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:apomorphine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:apomorphine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:apomorphine | CONCEPT_SIMILARITY:CHEBI_48538_1.0
31	908464	908464	29155.0	magnesium carbonate	nan	CHEBI_31793	magnesium carbonate	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:magnesium_carbonate | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:magnesium_carbonate | OBO_LABEL-OMOP_CONCEPT_LABEL:magnesium_carbonate | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:magnesium_carbonate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:magnesium_carbonate | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:magnesium_carbonate | CONCEPT_SIMILARITY:CHEBI_31793_1.0
32	908730	908730	29170.0	magnesium trisilicate	OR	CHEBI_3311 | CHEBI_32139 | CHEBI_3078 | CHEBI_48574 | CHEBI_35149 | CHEBI_17548 | CHEBI_3077 | CHEBI_6637 | CHEBI_33130	calcium carbonate | sodium hydrogencarbonate | betamethasone sodium phosphate | phenylbutazone | magnesium hydroxide | alginic acid | betamethasone | magnesium dihydroxide | aluminium hydroxide	Automatic One-to-Many Ancestor	OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:aluminum_hydroxide
33	909358	909358	2977.0	Cyclizine	nan	CHEBI_3994	cyclizine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01176 | OBO_LABEL-OMOP_ANCESTOR_LABEL:cyclizine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:cyclizine | OBO_LABEL-OMOP_CONCEPT_LABEL:cyclizine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:cyclizine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:cyclizine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:cyclizine | CONCEPT_SIMILARITY:CHEBI_3994_1.0
34	909440	909440	29787.0	methyl salicylate	nan	CHEBI_31832	methyl salicylate	Automatic One-to-One Concept	OBO_LABEL-OMOP_CONCEPT_LABEL:methyl_salicylate | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:methyl_salicylate | OBO_LABEL-OMOP_ANCESTOR_LABEL:methyl_salicylate | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:methyl_salicylate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:methyl_salicylate | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:methyl_salicylate | CONCEPT_SIMILARITY:CHEBI_31832_1.0
35	914335	914335	1223.0	Atropine	nan	CHEBI_16684	atropine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00572 | OBO_LABEL-OMOP_CONCEPT_LABEL:atropine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:atropine | OBO_LABEL-OMOP_ANCESTOR_LABEL:atropine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:atropine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:atropine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:atropine | CONCEPT_SIMILARITY:CHEBI_16684_1.0
36	916230	916230	136198.0	darifenacin	OR	CHEBI_31455 | CHEBI_391960	darifenacin hydrobromide | darifenacin	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00496 | OBO_LABEL-OMOP_ANCESTOR_LABEL:darifenacin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:darifenacin | OBO_LABEL-OMOP_CONCEPT_LABEL:darifenacin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:darifenacin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:darifenacin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:darifenacin | CONCEPT_SIMILARITY:CHEBI_391960_1.0
37	916282	916282	32385.0	olsalazine	nan	CHEBI_7770	olsalazine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01250 | OBO_LABEL-OMOP_CONCEPT_LABEL:olsalazine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:olsalazine | OBO_LABEL-OMOP_ANCESTOR_LABEL:olsalazine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:olsalazine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:olsalazine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:olsalazine | CONCEPT_SIMILARITY:CHEBI_7770_1.0
38	916751	916751	1388.0	Lindane	nan	CHEBI_32888	gamma-hexachlorocyclohexane	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00431 | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:lindane | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:lindane | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:lindane | CONCEPT_SIMILARITY:CHEBI_32888_1.0
39	919986	919986	14845.0	apraclonidine	OR	CHEBI_2789 | CHEBI_2788 | CHEBI_134252	apraclonidine hydrochloride | apraclonidine | apraclonidine(1+)	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00964 | OBO_LABEL-OMOP_CONCEPT_LABEL:apraclonidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:apraclonidine | OBO_LABEL-OMOP_ANCESTOR_LABEL:apraclonidine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:apraclonidine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:apraclonidine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:apraclonidine | CONCEPT_SIMILARITY:CHEBI_2788_1.0 | CONCEPT_SIMILARITY:CHEBI_134252_1.0
40	922024	922024	32926.0	paregoric	nan	CHEBI_50731	morphine sulfate pentahydrate	Automatic One-to-One Ancestor	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00295
41	924151	924151	155046.0	Pentosan Polysulfate	nan	CHEBI_28304	heparin	Manual One-to-One Concept	Source:DrugBank_DB00686 | Hand Mapping
42	924566	924566	77492.0	tamsulosin	OR	CHEBI_9399 | CHEBI_9398	tamsulosin hydrochloride | tamsulosin	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00706 | OBO_LABEL-OMOP_ANCESTOR_LABEL:tamsulosin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:tamsulosin | OBO_LABEL-OMOP_CONCEPT_LABEL:tamsulosin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:tamsulosin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:tamsulosin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:tamsulosin | CONCEPT_SIMILARITY:CHEBI_9398_1.0
43	924724	924724	3361.0	Dicyclomine	OR	CHEBI_4515 | CHEBI_4514	dicyclomine hydrochloride | dicyclomine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00804 | OBO_LABEL-OMOP_ANCESTOR_LABEL:dicyclomine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:dicyclomine | OBO_LABEL-OMOP_CONCEPT_LABEL:dicyclomine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:dicyclomine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:dicyclomine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:dicyclomine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:dicycloverine | CONCEPT_SIMILARITY:CHEBI_4514_1.0
44	929638	929638	16818.0	Acitretin	OR	CHEBI_50173 | CHEBI_50172	all-trans-acitretin | acitretin	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00459 | OBO_LABEL-OMOP_CONCEPT_LABEL:acitretin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:acitretin | OBO_LABEL-OMOP_ANCESTOR_LABEL:acitretin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:acitretin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:acitretin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:acitretin | CONCEPT_SIMILARITY:CHEBI_50173_1.0 | CONCEPT_SIMILARITY:CHEBI_50172_1.0
45	929887	929887	17128.0	lansoprazole	nan	CHEBI_6375	lansoprazole	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00448 | OBO_LABEL-OMOP_ANCESTOR_LABEL:lansoprazole | OBO_LABEL-OMOP_CONCEPT_LABEL:lansoprazole | OBO_LABEL-OMOP_CONCEPT_SYNONYM:lansoprazole | CONCEPT_SIMILARITY:CHEBI_6375_1.0
46	930021	930021	17300.0	alfuzosin	nan	CHEBI_51141	alfuzosin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00346 | OBO_LABEL-OMOP_ANCESTOR_LABEL:alfuzosin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:alfuzosin | OBO_LABEL-OMOP_CONCEPT_LABEL:alfuzosin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:alfuzosin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:alfuzosin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:alfuzosin | CONCEPT_SIMILARITY:CHEBI_51141_1.0
