	drug_concept_id	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	ONTOLOGY_LOGIC	ONTOLOGY_URI	ONTOLOGY_LABEL	MAPPING_CATEGORY	MAPPING_EVIDENCE
18	722031	722031	32937.0	Paroxetine	nan	CHEBI_7936	paroxetine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00715 | OBO_LABEL-OMOP_ANCESTOR_LABEL:paroxetine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:paroxetine | OBO_LABEL-OMOP_CONCEPT_LABEL:paroxetine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:paroxetine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:paroxetine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:paroxetine | CONCEPT_SIMILARITY:CHEBI_7936_1.0
19	723013	723013	3322.0	Diazepam	nan	CHEBI_49575	diazepam	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00829 | OBO_LABEL-OMOP_ANCESTOR_LABEL:diazepam | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:diazepam | OBO_LABEL-OMOP_CONCEPT_LABEL:diazepam | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:diazepam | OBO_LABEL-OMOP_CONCEPT_SYNONYM:diazepam | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:diazepam | CONCEPT_SIMILARITY:CHEBI_49575_1.0
20	724394	724394	7715.0	Orphenadrine	OR	CHEBI_7790 | CHEBI_7789	orphenadrine citrate | orphenadrine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01173 | OBO_LABEL-OMOP_ANCESTOR_LABEL:orphenadrine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:orphenadrine | OBO_LABEL-OMOP_CONCEPT_LABEL:orphenadrine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:orphenadrine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:orphenadrine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:orphenadrine | CONCEPT_SIMILARITY:CHEBI_7789_1.0
21	724816	724816	7781.0	Oxazepam	nan	CHEBI_7823	oxazepam	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00842 | OBO_LABEL-OMOP_ANCESTOR_LABEL:oxazepam | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:oxazepam | OBO_LABEL-OMOP_CONCEPT_LABEL:oxazepam | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:oxazepam | OBO_LABEL-OMOP_CONCEPT_SYNONYM:oxazepam | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:oxazepam | CONCEPT_SIMILARITY:CHEBI_7823_1.0
22	725131	725131	15996.0	Mirtazapine	nan	CHEBI_6950	mirtazapine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00370 | OBO_LABEL-OMOP_ANCESTOR_LABEL:mirtazapine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:mirtazapine | OBO_LABEL-OMOP_CONCEPT_LABEL:mirtazapine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:mirtazapine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:mirtazapine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:mirtazapine | CONCEPT_SIMILARITY:CHEBI_6950_1.0
23	730548	730548	1760.0	Bromocriptine	nan	CHEBI_3181	bromocriptine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01200 | OBO_LABEL-OMOP_CONCEPT_LABEL:bromocriptine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:bromocriptine | OBO_LABEL-OMOP_ANCESTOR_LABEL:bromocriptine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:bromocriptine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:bromocriptine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:bromocriptine | CONCEPT_SIMILARITY:CHEBI_3181_1.0
24	732309	732309	8047.0	Pergolide	nan	CHEBI_63617	pergolide	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01186 | OBO_LABEL-OMOP_CONCEPT_LABEL:pergolide | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:pergolide | OBO_LABEL-OMOP_ANCESTOR_LABEL:pergolide | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:pergolide | OBO_LABEL-OMOP_CONCEPT_SYNONYM:pergolide | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:pergolide | CONCEPT_SIMILARITY:CHEBI_63617_1.0
25	733301	733301	1827.0	Buspirone	nan	CHEBI_3223	buspirone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00490 | OBO_LABEL-OMOP_CONCEPT_LABEL:buspirone | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:buspirone | OBO_LABEL-OMOP_ANCESTOR_LABEL:buspirone | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:buspirone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:buspirone | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:buspirone | CONCEPT_SIMILARITY:CHEBI_3223_1.0
26	733523	733523	183379.0	rivastigmine	OR	CHEBI_64358 | CHEBI_8874	rivastigmine tartrate | rivastigmine	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00989 | OBO_LABEL-OMOP_CONCEPT_LABEL:rivastigmine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:rivastigmine | OBO_LABEL-OMOP_ANCESTOR_LABEL:rivastigmine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:rivastigmine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:rivastigmine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:rivastigmine | CONCEPT_SIMILARITY:CHEBI_8874_1.0
27	734275	734275	8134.0	Phenobarbital	nan	CHEBI_8069	phenobarbital	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01174 | OBO_LABEL-OMOP_ANCESTOR_LABEL:phenobarbital | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:phenobarbital | OBO_LABEL-OMOP_CONCEPT_LABEL:phenobarbital | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:phenobarbital | OBO_LABEL-OMOP_CONCEPT_SYNONYM:phenobarbital | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:phenobarbital | CONCEPT_SIMILARITY:CHEBI_8069_1.0
28	734354	734354	187832.0	pregabalin	nan	CHEBI_64356	pregabalin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00230 | OBO_LABEL-OMOP_CONCEPT_LABEL:pregabalin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:pregabalin | OBO_LABEL-OMOP_ANCESTOR_LABEL:pregabalin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:pregabalin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:pregabalin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:pregabalin | CONCEPT_SIMILARITY:CHEBI_64356_1.0
29	735850	735850	3554.0	Disulfiram	nan	CHEBI_4659	disulfiram	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00822 | OBO_LABEL-OMOP_ANCESTOR_LABEL:disulfiram | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:disulfiram | OBO_LABEL-OMOP_CONCEPT_LABEL:disulfiram | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:disulfiram | OBO_LABEL-OMOP_CONCEPT_SYNONYM:disulfiram | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:disulfiram | CONCEPT_SIMILARITY:CHEBI_4659_1.0
30	735979	735979	35636.0	Risperidone	nan	CHEBI_8871	risperidone	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00734 | OBO_LABEL-OMOP_CONCEPT_LABEL:risperidone | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:risperidone | OBO_LABEL-OMOP_ANCESTOR_LABEL:risperidone | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:risperidone | OBO_LABEL-OMOP_CONCEPT_SYNONYM:risperidone | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:risperidone | CONCEPT_SIMILARITY:CHEBI_8871_1.0
31	738156	738156	3638.0	Doxepin	nan	CHEBI_4710	doxepin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01142 | OBO_LABEL-OMOP_ANCESTOR_LABEL:doxepin | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:doxepin | OBO_LABEL-OMOP_CONCEPT_LABEL:doxepin | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:doxepin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:doxepin | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:doxepin | CONCEPT_SIMILARITY:CHEBI_4710_1.0
32	739138	739138	36437.0	Sertraline	nan	CHEBI_9123	sertraline	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01104 | OBO_LABEL-OMOP_ANCESTOR_LABEL:sertraline | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sertraline | OBO_LABEL-OMOP_CONCEPT_LABEL:sertraline | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:sertraline | OBO_LABEL-OMOP_CONCEPT_SYNONYM:sertraline | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:sertraline | CONCEPT_SIMILARITY:CHEBI_9123_1.0
33	739363	739363	36514.0	sibutramine	nan	CHEBI_9137	sibutramine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db01105 | OBO_LABEL-OMOP_ANCESTOR_LABEL:sibutramine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:sibutramine | OBO_LABEL-OMOP_CONCEPT_LABEL:sibutramine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:sibutramine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:sibutramine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:sibutramine | CONCEPT_SIMILARITY:CHEBI_9137_1.0
34	740275	740275	2002.0	Carbamazepine	nan	CHEBI_3387	carbamazepine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00564 | OBO_LABEL-OMOP_ANCESTOR_LABEL:carbamazepine | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:carbamazepine | OBO_LABEL-OMOP_CONCEPT_LABEL:carbamazepine | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:carbamazepine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:carbamazepine | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:carbamazepine | CONCEPT_SIMILARITY:CHEBI_3387_1.0
35	740560	740560	2019.0	Carbidopa	OR	CHEBI_39585 | CHEBI_3395	carbidopa (anhydrous) | carbidopa	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00190 | OBO_LABEL-OMOP_ANCESTOR_LABEL:carbidopa | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:carbidopa | OBO_LABEL-OMOP_CONCEPT_LABEL:carbidopa | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:carbidopa | OBO_LABEL-OMOP_CONCEPT_SYNONYM:carbidopa | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:carbidopa | CONCEPT_SIMILARITY:CHEBI_39585_1.0 | CONCEPT_SIMILARITY:CHEBI_3395_1.0
36	740910	740910	8183.0	Phenytoin	nan	CHEBI_8107	phenytoin	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00252 | OBO_LABEL-OMOP_ANCESTOR_LABEL:phenytoin | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:phenytoin | OBO_LABEL-OMOP_CONCEPT_LABEL:phenytoin | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:phenytoin | OBO_LABEL-OMOP_CONCEPT_SYNONYM:phenytoin | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:phenytoin | CONCEPT_SIMILARITY:CHEBI_8107_1.0
37	741530	741530	37925.0	orlistat	nan	CHEBI_94686	orlistat	Automatic One-to-One Concept	OBO_LABEL-OMOP_ANCESTOR_LABEL:orlistat | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:orlistat | OBO_LABEL-OMOP_CONCEPT_LABEL:orlistat | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:orlistat | OBO_LABEL-OMOP_CONCEPT_SYNONYM:orlistat | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:orlistat | CONCEPT_SIMILARITY:CHEBI_94686_1.0
38	742267	742267	38404.0	topiramate	nan	CHEBI_63631	topiramate	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00273 | OBO_LABEL-OMOP_ANCESTOR_LABEL:topiramate | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:topiramate | OBO_LABEL-OMOP_CONCEPT_LABEL:topiramate | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:topiramate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:topiramate | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:topiramate | CONCEPT_SIMILARITY:CHEBI_63631_1.0
39	743670	743670	39786.0	venlafaxine	nan	CHEBI_9943	venlafaxine	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00285 | OBO_LABEL-OMOP_ANCESTOR_LABEL:venlafaxine | OBO_hasExactSynonym-OMOP_ANCESTOR_LABEL:venlafaxine | OBO_LABEL-OMOP_CONCEPT_LABEL:venlafaxine | OBO_hasExactSynonym-OMOP_CONCEPT_LABEL:venlafaxine | OBO_LABEL-OMOP_CONCEPT_SYNONYM:venlafaxine | OBO_hasExactSynonym-OMOP_CONCEPT_SYNONYM:venlafaxine | CONCEPT_SIMILARITY:CHEBI_9943_1.0
40	744740	744740	39993.0	zolpidem	nan	CHEBI_10125	zolpidem	Automatic One-to-One Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00425 | OBO_LABEL-OMOP_ANCESTOR_LABEL:zolpidem | OBO_hasRelatedSynonym-OMOP_ANCESTOR_LABEL:zolpidem | OBO_LABEL-OMOP_CONCEPT_LABEL:zolpidem | OBO_hasRelatedSynonym-OMOP_CONCEPT_LABEL:zolpidem | OBO_LABEL-OMOP_CONCEPT_SYNONYM:zolpidem | OBO_hasRelatedSynonym-OMOP_CONCEPT_SYNONYM:zolpidem | CONCEPT_SIMILARITY:CHEBI_10125_1.0
41	745466	745466	40254.0	Valproate	OR	CHEBI_39867 | CHEBI_60654	valproic acid | valproate	Automatic One-to-Many Concept	OBO_DbXref-OMOP_ANCESTOR_SOURCE_CODE:drugbank_db00313 | OBO_LABEL-OMOP_ANCESTOR_LABEL:valproate | OBO_LABEL-OMOP_CONCEPT_LABEL:valproate | OBO_LABEL-OMOP_CONCEPT_SYNONYM:valproate | CONCEPT_SIMILARITY:CHEBI_60654_1.0
